,reaction_id,reaction_name,reaction_reaction,genes,EC_number,groups,kegg_reaction,metanetx_reaction,seed_reaction
984,SUCCS,Succinyl-CoA synthetase,atp_c + coa_c + itcn_c <=> adp_c + itcncoa_c + pi_c,"H16_A0547, H16_A0548",,C5-Branched Dibasic acid metabolism,,,
985,P5CD,1-pyrroline-5-carboxylate dehydrogenase,1pyr5c_c + 2.0 h2o_c + nad_c --> glu__L_c + h_c + nadh_c,H16_A3631,"['1.2.1.88', '1.5.1.12']",Arginine and Proline Metabolism,R00707,MNXR102301,rxn00503
986,LDH_L,L-lactate dehydrogenase,h_c + mercppyr_c + nadh_c --> mercplac_c + nad_c,H16_A0666,1.1.1.27,Cysteine Metabolism,R00703,MNXR101040,rxn00499
987,ASNN,L-asparaginase,asn__L_c + h2o_c --> asp__L_c + nh4_c,"H16_A1910, H16_A2102","['3.5.1.1', '3.5.1.38', '3.5.5.4']",Alanine and Aspartate Metabolism,R00485,MNXR96056,rxn00342
988,L__LACD4,L-lactate dehydrogenase,2hba_c + nad_c --> 2obut_c + h_c + nadh_c,H16_A0666,,Propanoate metabolism,,,
989,NACt,Nicotinic acid transport,nac_e --> nac_c,,,"Transport, Extracellular",,MNXR101808,"['rxn05310', 'rxn08969', 'rxn08970']"
990,CMBLD1,Carboxymethylenebutenolidase,dchrocmo_c + h2o_c --> dchrooe_c + h_c,"H16_A3488, H16_A2215, H16_A2739",,gamma-Hexachlorocyclohexane degradation,,,
991,CMBLD2,Carboxymethylenebutenolidase,h2o_c + tcmbo_c --> 2mac_c + h_c,"H16_A3488, H16_A2215, H16_A2739",,gamma-Hexachlorocyclohexane degradation,,,
992,GLYCK,Glycerate kinase,atp_c + glyc__R_c --> 2pg_c + adp_c + h_c,H16_B0612,2.7.1.31,"Glycine, Serine and threonine Metabolism",R01514,MNXR100328,rxn01102
993,NODOx,Nitric oxide dioxygenase,nadh_c + 2.0 no_c + 2.0 o2_c --> h_c + nad_c + 2.0 no3_c,"H16_A3533, PHG200",1.14.12.17,Nitrogen Metabolism,R05724,MNXR101996,
994,CMBLD6,Carboxymethylenebutenolidase,4fmuclac_c + h2o_c --> 2mac_c + 2.0 h_c + hf_c,"H16_A3488, H16_A2215, H16_A2739",,Fluorobenzoate degradation,,,
995,ORPT,Orotate phosphoribosyltransferase,h_c + orot5p_c + ppi_c <=> oroa_c + prpp_c,H16_A0224,2.4.2.10,Pyrimidine metabolism,R01870,MNXR102231,rxn01362
996,NODOX2,Nitric oxide dioxygenase,nadph_c + 2.0 no_c + 2.0 o2_c --> h_c + nadp_c + 2.0 no3_c,H16_A3533,,Nitrogen Metabolism,,,
997,GLYCEK1,Glycerate kinase,atp_c + glyc__R_c --> 3pg_c + adp_c + h_c,H16_B0612,,Glyoxylate and Dicarboxylate metabolism,,,
998,HSK,Homoserine kinase,atp_c + hom__L_c --> adp_c + h_c + phom_c,"H16_A2744, H16_A3213, H16_A3212, H16_A3222",2.7.1.39,"Glycine, Serine and threonine Metabolism",R01771,MNXR100737,rxn01300
999,CMBLD5,Carboxymethylenebutenolidase,h2o_c + protmn_c --> cacac_c + h_c,"H16_A3488, H16_A2215, H16_A2739",,"1,4-Dichlorobenzene degradation",,,
1000,CMBLD4,Carboxymethylenebutenolidase,c4cmbo_c + h2o_c --> 2mac_c + h_c,"H16_A3488, H16_A2215, H16_A2739",,"1,4-Dichlorobenzene degradation",,,
1001,CMBLD3,Carboxymethylenebutenolidase,c2ch4cmo_c + h2o_c --> 2chmac_c + h_c,"H16_A3488, H16_A2215, H16_A2739",,"1,4-Dichlorobenzene degradation",,,
1002,SELNPS,Selenophosphate synthase,atp_c + h2o_c + seld_c --> amp_c + 2.0 h_c + pi_c + selnp_c,H16_B0295,2.7.9.3,Selenoamino acid metabolism,R03595,MNXR104322,rxn02569
1003,CMBLD7,Carboxymethylenebutenolidase,5fmuclac_c + h2o_c --> 2mac_c + 2.0 h_c + hf_c,"H16_A3488, H16_A2215, H16_A2739",,Fluorobenzoate degradation,,,
1004,2MNAPTH,2-methylnaphthalene hydroxylase,2mnapth_c + h_c + nadh_c + o2_c --> 2napthm_c + h2o_c + nad_c,"H16_B2135, H16_B0495, H16_B1480, H16_A1145",,1- and 2-Methylnaphthalene degradation,,,
1005,CITNCL,Citronellyl-CoA ligase,atp_c + citnl_c + coa_c --> amp_c + citnlcoa_c + h_c + ppi_c,"H16_B0910, H16_A2978, H16_A0871, H16_B1148, H16_B1662, H16_B1335, H16_B1709, H16_B0677, H16_B1264, H16_B0174, H16_A1519, H16_A1700, H16_A1718, H16_B2522, H16_A0866, H16_A2794, H16_A2807, H16_A1230, H16_A2252",,Geraniol degrdation,,,
1006,ACTF2,Acetyltransferase,4hpheacoa_c + gly_c --> coa_c + h_c + hpa4gly_c,"H16_B1292, H16_A1564, H16_A1315, H16_B0018, H16_B0021, H16_B0032, H16_A3071, H16_B1407, H16_A1683, H16_B1278, H16_A3529, H16_A3586, H16_A0269, H16_B1663, H16_A1802, H16_B2397, H16_A0240, H16_B0219, H16_A0039, H16_A2759, H16_B1899, H16_A3221, H16_A0699, H16_A3093",,Tyrosine metabolism,,,
1007,ACTF3,Acetyltransferase,gly_c + phaccoa_c --> coa_c + h_c + phacgly_c,"H16_B1292, H16_A1564, H16_A1315, H16_A1683, H16_B0032, H16_B0021, H16_A3071, H16_B1407, H16_B0018, H16_A3529, H16_B1278, H16_A0240, H16_A0269, H16_B1663, H16_A1802, H16_B2397, H16_A3586, H16_B0219, H16_B1899, H16_A0039, H16_A2759, H16_A3221, H16_A0699, H16_A3093",,Phenylalanine metabolism,,,
1008,CATCHD6,"Catechol 2,3-dioxygenase",h2o_c + o2_c + sulcatech_c --> 2hmc_c + 2.0 h_c + so3_c,H16_B0546,,Benzoate degradation via Hydroxylation,,,
1009,ACTF4,Acetyltransferase,3opimcoa_c + coa_c --> accoa_c + gcoa_c,"H16_B1292, H16_A1564, H16_B0018, H16_B0032, H16_B0021, H16_B1407, H16_A3071, H16_A1683, H16_A3529, H16_B1278, H16_A3586, H16_A0269, H16_B1663, H16_A1802, H16_B2397, H16_A0699, H16_A0240, H16_A0039, H16_B0219, H16_A2759, H16_B1899, H16_A3221, H16_A1315, H16_A3093",,Benzoate degradation via CoA ligation,,,
1010,ACTF5,Acetyltransferase,3h5ohcoa_c + coa_c --> 3hbcoa_c + accoa_c,"H16_B1292, H16_A1564, H16_A1315, H16_A3093, H16_B0018, H16_B0021, H16_B0032, H16_B1407, H16_A3071, H16_A1683, H16_A3529, H16_B1278, H16_A3586, H16_A0269, H16_B1663, H16_B2397, H16_A1802, H16_B1899, H16_A0039, H16_B0219, H16_A0240, H16_A3221, H16_A0699, H16_A2759",,Benzoate degradation via CoA ligation,,,
1011,ENCOAH3,Enoyl-CoA hydratase,3mccoa_c + h2o_c <=> hivcoa_c,"H16_A1832, H16_B1188, H16_A3311, H16_B1773, H16_B0657, H16_A1885, H16_A0100, H16_B0402, H16_B0756, H16_A0865, H16_A2979, H16_A1699, H16_A3201, H16_B1914, H16_B0724, H16_B0419, H16_B0365, H16_A0142, H16_B2156, H16_B1905, H16_A3593, H16_B0698, H16_B1439, H16_B0382, H16_B0848, H16_A1889, H16_B2478, H16_A0179, H16_A0461, H16_B0659, H16_B0915, H16_A2258, H16_B0389, H16_A1719, H16_A0464, H16_B1741, H16_B1742, H16_A1101, H16_B1738, H16_A0873, H16_A3594, H16_B0420, H16_A1410, H16_A1716, H16_A0810, H16_B1346, H16_A2138",,Membrane Lipid Metabolism,,,
1012,FDH2,Formate dehydrogenase (quinone-8: 2 protons),for_c + 3.0 h_c + q8_c --> co2_c + 2.0 h_e + q8h2_c,,1.2.2.1,Oxidative Phosphorylation,,MNXR99476,rxn10114
1013,ENCOAH4,Enoyl-CoA hydratase,2mp2coa_c + h2o_c --> 3hibutcoa_c,"H16_A1832, H16_B1188, H16_B0756, H16_A3311, H16_A1885, H16_A0865, H16_B0657, H16_B1773, H16_A0100, H16_B0402, H16_B2156, H16_A2979, H16_A3201, H16_B1914, H16_A1699, H16_B0724, H16_A0142, H16_B0419, H16_B0365, H16_B2478, H16_B1905, H16_B0382, H16_B1439, H16_A3593, H16_B0698, H16_B0848, H16_A1889, H16_A0461, H16_B0659, H16_A0464, H16_B0389, H16_A1719, H16_A0179, H16_B0915, H16_A2258, H16_A1410, H16_B1742, H16_B1741, H16_A1101, H16_A0873, H16_A3594, H16_B1738, H16_B0420, H16_A1716, H16_A0810, H16_B1346, H16_A2138",,Membrane Lipid Metabolism,,,
1014,ENCOAH1,Enoyl-CoA hydratase,3hbcoa_c <=> b2coa_c + h2o_c,"H16_B1188, H16_A1832, H16_A3311, H16_B1773, H16_B0657, H16_A0100, H16_B0402, H16_B0756, H16_A1885, H16_A0865, H16_A2979, H16_A1699, H16_B0724, H16_A3201, H16_B0419, H16_B0365, H16_A0142, H16_B2156, H16_B1914, H16_B2478, H16_B1905, H16_B0848, H16_A1889, H16_B0382, H16_B1439, H16_A3593, H16_B0698, H16_A0461, H16_B0659, H16_A2258, H16_B0389, H16_A1719, H16_A0464, H16_A0179, H16_B0915, H16_B1742, H16_B1738, H16_B0420, H16_A3594, H16_A1410, H16_B1741, H16_A1101, H16_A0873, H16_A1716, H16_A0810, H16_B1346, H16_A2138",,Fatty acid metabolism,,,
1015,ENCOAH2,Enoyl-CoA hydratase,3hpcoa_c <=> h2o_c + prpncoa_c,"H16_A1832, H16_B1188, H16_B0756, H16_A3311, H16_B0402, H16_A1885, H16_A0100, H16_B0657, H16_B1773, H16_A2138, H16_B2156, H16_A1699, H16_B1914, H16_A2979, H16_B0724, H16_B0419, H16_B0365, H16_A3201, H16_A0142, H16_B1905, H16_A3593, H16_B0698, H16_B1439, H16_B0848, H16_A1889, H16_B2478, H16_B0382, H16_B0659, H16_A0464, H16_A0179, H16_A1719, H16_B0915, H16_A2258, H16_A0461, H16_B0389, H16_B1738, H16_A1410, H16_B1741, H16_B0420, H16_A1101, H16_A0873, H16_B1742, H16_A3594, H16_A1716, H16_A0810, H16_B1346, H16_A0865",,Propanoate metabolism,,,
1016,ENCOAH7,Enoyl-CoA hydratase,2e5mhdcoa_c + h2o_c --> 3h5m4ecoa_c,"H16_B1188, H16_A1832, H16_A3311, H16_B1773, H16_A1885, H16_B0657, H16_A0100, H16_B0402, H16_A2138, H16_B0756, H16_A2979, H16_A1699, H16_B1914, H16_A3201, H16_B0724, H16_B0419, H16_B0365, H16_A0142, H16_B2156, H16_B0698, H16_B2478, H16_B1439, H16_B0382, H16_B1905, H16_A3593, H16_B0848, H16_A1889, H16_A0179, H16_A0461, H16_B0389, H16_A0464, H16_B0659, H16_B0915, H16_A1719, H16_A2258, H16_B1741, H16_A1410, H16_B1742, H16_A1101, H16_A0873, H16_A3594, H16_B1738, H16_B0420, H16_A1716, H16_A0810, H16_B1346, H16_A0865",,Membrane Lipid Metabolism,,,
1017,GLTN1,Gluconolactonase,gullac_c + h2o_c <=> guln_c + h_c,"H16_B0345, H16_B1441, H16_A3012",,Ascorbate and Aldarate metabolism,,,
1018,GLTN2,Gluconolactonase,15gl_c + h2o_c --> glcn_c + h_c,"H16_B0345, H16_B1441, H16_A3012",,Pentose Phosphate Pathway,,,
1019,ENCOAH5,Enoyl-CoA hydratase,2m2ecoa_c + h2o_c --> 3hmbcoa_c,"H16_A1832, H16_B1188, H16_B1773, H16_B0756, H16_A0100, H16_B0402, H16_A1885, H16_A0865, H16_A3311, H16_B0657, H16_B2156, H16_A1699, H16_B0419, H16_B0365, H16_A3201, H16_B1914, H16_B0724, H16_A0142, H16_A2979, H16_B2478, H16_A3593, H16_B1439, H16_B1905, H16_B0382, H16_B0698, H16_B0848, H16_A1889, H16_B0659, H16_A0464, H16_A1719, H16_B0389, H16_A0179, H16_B0915, H16_A2258, H16_A0461, H16_B1738, H16_A1410, H16_B0420, H16_B1741, H16_A1101, H16_A0873, H16_B1742, H16_A3594, H16_A1716, H16_A0810, H16_B1346, H16_A2138",,Membrane Lipid Metabolism,,,
1020,ENCOAH6,Enoyl-CoA hydratase,carpcoa_c + h2o_c --> 3hadpcoa_c,"H16_A1832, H16_B1188, H16_A3311, H16_B0756, H16_A1885, H16_A2138, H16_B0657, H16_B1773, H16_A0100, H16_B0402, H16_A2979, H16_B2156, H16_B0365, H16_A3201, H16_B1914, H16_A1699, H16_A0142, H16_B0724, H16_B0419, H16_B1905, H16_B2478, H16_B0848, H16_B0382, H16_A1889, H16_B1439, H16_B0698, H16_A3593, H16_A0179, H16_A0461, H16_B0915, H16_A1719, H16_A2258, H16_B0389, H16_B0659, H16_A0464, H16_A1410, H16_B1742, H16_A1101, H16_B1741, H16_A0873, H16_A3594, H16_B1738, H16_B0420, H16_A1716, H16_A0810, H16_B1346, H16_A0865",,Membrane Lipid Metabolism,,,
1021,GLTN3,Gluconolactonase,6hnld_c + h2o_c --> 6hhn_c + h_c,"H16_B0345, H16_B1441, H16_A3012",,Carprolactam degradation,,,
1022,AGMHE,ADP-D-glycero-D-manno-heptose epimerase,adphep_DD_c --> adphep_LD_c,H16_A0804,5.1.3.20,Lipopolysaccharide Biosynthesis,R05176,MNXR95551,rxn03511
1023,G3POAT,Glycerol-3-phosphate O-acyltransferase,0.007 c120ACP_c + 0.419 c140ACP_c + 0.007 c150ACP_c + 0.175 c161ACP_c + 0.006 c170ACP_c + 0.007 c171ACP_c + 0.112 c181ACP_c + glyc3p_c + 0.013 ocdcaACP_c + 0.254 palmACP_c --> 1ag3p_c + ACP_c,,,Glycerophospholipid Metabolism,,,
1024,GCLDH,Glycolate dehydrogenase,glx_c + h_c + nadh_c --> glycolate_c + nad_c,H16_B0611,,Glyoxylate and Dicarboxylate metabolism,,MNXR100075,
1025,26DICH,"2,6-DiCH chlorohydolase",26dchhq_c + h2o_c --> 6chq_c + hcl_c,,,"1,4-Dichlorobenzene degradation",,,
1026,PPPGO,Protoporphyrinogen oxidase (aerobic),3.0 o2_c + 2.0 pppg9_c --> 6.0 h2o_c + 2.0 ppp9_c,"H16_A2891, H16_B2453",1.3.3.4,Porphyrin and Chlorophyll metabolism,,MNXR103128,"['rxn02304', 'rxn09179']"
1027,FABC161,Fatty acid biosynthesis (hexadecanoic acid; c16:1),acACP_c + 21.0 h_c + 7.0 malACP_c + 13.0 nadph_c --> 7.0 ACP_c + c161ACP_c + 7.0 co2_c + 7.0 h2o_c + 13.0 nadp_c,,,Fatty acid biosynthesis,,,
1028,FABC160,Fatty acid biosynthesis (hexadecanoic acid; c16:0),acACP_c + 22.0 h_c + 7.0 malACP_c + 14.0 nadph_c --> 7.0 ACP_c + 7.0 co2_c + 7.0 h2o_c + 14.0 nadp_c + palmACP_c,,,Fatty acid biosynthesis,,,
1029,GAPD,Glyceraldehyde-3-phosphate dehydrogenase,g3p_c + nad_c + pi_c <=> 13dpg_c + h_c + nadh_c,"H16_B1386, H16_A3146, PHG418","['1.2.1.12', '1.2.1.59']",Glycolysis/Gluconeogenesis,R01061,MNXR100040,rxn00781
1030,THRabc,L-threonine transport via ABC system,atp_c + h2o_c + thr__L_e --> adp_c + h_c + pi_c + thr__L_c,,,"Transport, Extracellular",,MNXR104849,"['rxn05169', 'rxn09301']"
1031,HISAL,Histidine ammonialyase,his__L_c --> nh4_c + urocan_c,H16_A3018,,Histidine Metabolism,,,
1032,METS,Methionine synthase,5mthf_c + hcys__L_c --> met__L_c + thf_c,H16_A0151,2.1.1.13,Methionine Metabolism,R00946,MNXR101481,
1033,NITRDT1,Nitroreductase,2.0 h_c + 2.0 nadh_c + tnittol_c --> 4hlmdnit_c + h2o_c + 2.0 nad_c,H16_A1789,,Trinitrotoluene degradation,,,
1034,UMPK,UMP kinase,atp_c + h_c + ump_c <=> adp_c + udp_c,"H16_A2053, H16_A0797","['2.7.4.14', '2.7.4.22', '2.7.4.4']",Pyrimidine metabolism,R00158,MNXR105118,rxn00119
1035,NITRDT2,Nitroreductase,2.0 h_c + 2.0 nadh_c + tnittol_c --> 2hlmdnit_c + h2o_c + 2.0 nad_c,H16_A1789,,Trinitrotoluene degradation,,,
1036,BTCOADm,Butyryl-CoA dehydrogenase,2.0 2mppacoa_c + o2_c --> 2.0 2mp2coa_c + 2.0 h2o_c,"H16_B0752, H16_B0850, H16_B1371, H16_B0485, H16_A0172",,"Valine, Leucine and Isoleucine degradation",,,
1037,TPI,Triose-phosphate isomerase,dhap_c <=> g3p_c,H16_A1047,5.3.1.1,Glycolysis/Gluconeogenesis,R01015,MNXR104918,rxn00747
1038,PHBZMN,P-hydroxybenzoate 3-monooxygenase,4hbz_c + h_c + nadph_c + o2_c --> 34dhbz_c + h2o_c + nadp_c,H16_B2286,,Benzoate degradation via Hydroxylation,,,
1039,ALTRH,Altronate hydrolase,altrn_c --> 2ddglcn_c + h2o_c,"H16_B0321, H16_A2758",4.2.1.7,Pentose and glucuronate interconversion,R01540,MNXR138045,rxn01122
1040,DINSt2,Deoxyinosine transport in via proton symport,din_e + h_e --> din_c + h_c,,,"Transport, Extracellular",,MNXR97465,"['rxn08343', 'rxn09687']"
1041,ACOADH5,Acyl-CoA dehydrogenase,2mbcoa_c + fad_c + h_c <=> 2m2ecoa_c + fadh2_c,"H16_A1067, H16_A0460, H16_B0400, H16_B0661, H16_B0909, H16_B0721, H16_B0704, H16_A0843, H16_A2596, H16_B1192, H16_B0664, H16_B0384, H16_B0660, H16_B0975, H16_B1826, H16_B0938, H16_B0722, H16_A0863, H16_B0356, H16_B0580, H16_B0087, H16_A1530, H16_B2158, H16_B0676, H16_A1068, H16_B0913, H16_B0396, H16_B0395, H16_B0379, H16_B1332, H16_B0014, H16_B1481, H16_B0383, H16_B1367, H16_A0101, H16_B0360, H16_B1694, H16_A2458, H16_B0703, H16_B0751, H16_B0683, H16_B0665, H16_B0849, H16_B2157, H16_A0816",,"Valine, Leucine and Isoleucine degradation",,,
1042,DADNt2,Deoxyadenosine transport in via proton symport,dad_2_e + h_e --> dad_2_c + h_c,,,"Transport, Extracellular",,MNXR97080,"['rxn05317', 'rxn08292']"
1043,BTCOAD2,Butyryl-CoA dehydrogenase,2.0 2mbcoa_c + o2_c --> 2.0 2m2ecoa_c + 2.0 h2o_c,"H16_B0752, H16_B0850, H16_B1371, H16_B0485, H16_A0172",,"Valine, Leucine and Isoleucine degradation",,,
1044,FTOLAM,Hydrolase,cchfor_c + h2o_c --> cchlam_c + for_c,"H16_B1666, H16_B2014, H16_B1172, H16_A3386, H16_A1732, H16_A1465, H16_B2069, H16_A1546, H16_B0814, H16_B2126, H16_B1643, H16_A2086, H16_B2013, H16_A1734",,Carprolactam degradation,,,
1045,R3HBNt,(R)-3-Hydroxybutanoate transport,bhb_e + h_e --> bhb_c + h_c,,,"Transport, Extracellular",,,
1046,PROAKGOX1,Prolyl 4-hydroxylase,akg_c + o2_c + pro__L_c --> 4hpro_c + co2_c + succ_c,H16_A3244,"['1.14.11', '1.14.11.2']",Arginine and Proline Metabolism,R01252,MNXR103186,rxn00932
1047,ACONT2,Aconitase (isocitrate hydro-lyase),acon_c + h2o_c <=> icit_c,"H16_A1907, H16_A2638, H16_B0568",,Citric Acid Cycle,,,
1048,FABC171,Fatty acid biosynthesis (heptadecanoic acid; c17:1),20.0 h_c + 7.0 malACP_c + 13.0 nadph_c + ppacp_c --> 7.0 ACP_c + c171ACP_c + 7.0 co2_c + 7.0 h2o_c + 13.0 nadp_c,,,Fatty acid biosynthesis,,,
1049,FABC170,Fatty acid biosynthesis (heptadecanoic acid; c17:0),21.0 h_c + 7.0 malACP_c + 14.0 nadph_c + ppacp_c --> 7.0 ACP_c + c170ACP_c + 7.0 co2_c + 7.0 h2o_c + 14.0 nadp_c,,,Fatty acid biosynthesis,,,
1050,URAt2,Uracil transport in via proton symport,h_e + ura_e --> h_c + ura_c,,,"Transport, Extracellular",,MNXR105148,"['rxn05197', 'rxn09365']"
1051,AGPAT,1-acylglycerol-3-phosphate O-acyltransferase,1ag3p_c + 0.007 c120ACP_c + 0.419 c140ACP_c + 0.007 c150ACP_c + 0.175 c161ACP_c + 0.006 c170ACP_c + 0.007 c171ACP_c + 0.112 c181ACP_c + 0.013 ocdcaACP_c + 0.254 palmACP_c --> ACP_c + pa_c,"H16_A0519, H16_A2911",,Glycerophospholipid Metabolism,,,
1052,MALPYRI,Maleylpyruvate isomerase,malpyr_c --> fumpyr_c,H16_B0875,,Tyrosine metabolism,,,
1053,ACONT1,Aconitase (citrate hydro-lyase),cit_c <=> acon_c + h2o_c,"H16_A1907, H16_A2638, H16_B0568",,Citric Acid Cycle,,,
1054,ADCS,4-amino-4-deoxychorismate synthase,chor_c + gln__L_c --> 4adcho_c + glu__L_c,H16_A3087,2.6.1.85,Folate Biosynthesis,R01716,MNXR95440,rxn01257
1055,GSDH,Glucose/sorbosone dehydrogenase,nadp_c + sbt6p_c <=> h_c + nadph_c + srb1p_c,"H16_B0831, H16_A1828, H16_B1417, H16_A2586, H16_A0893, H16_A2460, H16_B2561, H16_A1256, H16_B0034, H16_B0572, H16_B0663, H16_A0679",,Fructose and Mannose metabolism,,,
1056,ACOADH1,Acyl-CoA dehydrogenase butanoyl-CoA),btcoa_c + fad_c + h_c <=> b2coa_c + fadh2_c,"H16_B0661, H16_A1067, H16_B0400, H16_A0460, H16_B0909, H16_B0850, H16_B0721, H16_B0704, H16_A0843, H16_A2596, H16_B0384, H16_B1192, H16_B0660, H16_B1826, H16_B0485, H16_B0938, H16_B0975, H16_B0664, H16_B0722, H16_B2158, H16_B0356, H16_B0676, H16_A0172, H16_A1530, H16_A0863, H16_B0580, H16_B0087, H16_A1068, H16_B0752, H16_B0396, H16_B1332, H16_B0913, H16_B1481, H16_B0383, H16_B0379, H16_B0395, H16_A0234, H16_B1371, H16_B1694, H16_A0101, H16_B0703, H16_B0360, H16_B0751, H16_B0683, H16_B0665, H16_B0849, H16_B1367, H16_B2157, H16_A0816",1.3.99.3,Fatty acid biosynthesis,,MNXR95306,rxn02270
1057,MAN6PI,Mannose-6-phosphate isomerase,man6p_c <=> f6p_c,H16_B1152,5.3.1.8,Fructose and Mannose metabolism,R01819,MNXR101382,
1058,DALAt2r,D-alanine transport via proton symport,ala__D_e + h_e <=> ala__D_c + h_c,,,"Transport, Extracellular",,MNXR97135,"['rxn05494', 'rxn08301']"
1059,SUCFUMt,Succinate:fumarate antiporter,fum_e + succ_c <=> fum_c + succ_e,,,"Transport, Extracellular",,MNXR104633,"['rxn09273', 'rxn09712', 'rxn10159']"
1060,ACOADH3,Acyl-CoA dehydrogenase,3mbcoa_c + fad_c + h_c <=> 3mccoa_c + fadh2_c,"H16_A1067, H16_A0460, H16_B0400, H16_B0661, H16_B0909, H16_B2157, H16_B0704, H16_A0843, H16_A0816, H16_B0664, H16_B1192, H16_B0938, H16_B0975, H16_B0384, H16_B0660, H16_B1826, H16_B0722, H16_B0580, H16_A1068, H16_A0863, H16_B0087, H16_B0676, H16_B2158, H16_B0356, H16_A1530, H16_B0396, H16_B0383, H16_B0379, H16_B0395, H16_B0014, H16_B0913, H16_B1332, H16_B1481, H16_A0101, H16_B0683, H16_B1367, H16_B0360, H16_B0703, H16_B1694, H16_A2458, H16_B0751, H16_B0665, H16_B0849, H16_B0721, H16_A2596",,"Valine, Leucine and Isoleucine degradation",,,
1061,ACOADH4,Acyl-CoA dehydrogenase,2mppacoa_c + fad_c + h_c <=> 2mp2coa_c + fadh2_c,"H16_B0661, H16_A0460, H16_B0909, H16_B0704, H16_A0843, H16_A1067, H16_B0400, H16_B0721, H16_A0816, H16_B0664, H16_B0384, H16_B0660, H16_B1826, H16_B0938, H16_B1192, H16_B0975, H16_B0722, H16_B0580, H16_A0863, H16_B2158, H16_A1530, H16_B0087, H16_B0676, H16_A1068, H16_B0356, H16_B0383, H16_B1481, H16_B0395, H16_B0014, H16_B1332, H16_B0396, H16_B0379, H16_B0913, H16_B0683, H16_B0751, H16_A0101, H16_B0703, H16_A2458, H16_B0665, H16_B1367, H16_B0849, H16_B1694, H16_B0360, H16_B2157, H16_A2596",,"Valine, Leucine and Isoleucine degradation",,,
1062,ICL,Isocitrate lyase,icit_c --> glx_c + succ_c,"H16_A2227, H16_A2211",4.1.3.1,Anaplerotic Reactions,R00479,MNXR100789,rxn00336
1063,APATr,B alanine pyruvate aminotransferase,ala__L_c + msa_c <=> ala_B_c + pyr_c,H16_A0272,2.6.1.18,Alanine and Aspartate Metabolism,R00907,MNXR95865,rxn00656
1064,UNK2,2-keto-4-methylthiobutyrate transamination,4met2obut_c + glu__L_c --> akg_c + met__L_c,"H16_A1151, H16_B1081",,Methionine Metabolism,,MNXR105128,rxn10944
1065,MOAT,3-deoxy-D-manno-octulosonic acid transferase,ckdo_c + lipidA_c --> cmp_c + h_c + kdolipid4_c,H16_A2883,2.4.99.12,Lipopolysaccharide Biosynthesis,R04658,MNXR101683,rxn03182
1066,DURIPP,Deoxyuridine phosphorylase,duri_c + pi_c <=> 2dr1p_c + ura_c,H16_A2012,"['2.4.2.1', '2.4.2.2', '2.4.2.3', '2.4.2.4']",Pyrimidine metabolism,R02484,MNXR97818,rxn01799
1067,LAAO6,L-amino-acid oxidase,h2o_c + o2_c + trp__L_c --> h2o2_c + idpyr_c + nh4_c,"H16_A0845, H16_A0856",,Tryptophan metabolism,,,
1068,PLIPASA1C_Nlimit,Phospholipase A1 (phosphatidylcholine),pc_c --> 2ag3pc_c + 0.002 c120_c + 0.001 c141_c + 0.028 c150_c + 0.01 c151_c + 0.255 c160_c + 0.06 c161_c + 0.105 c170_c + 0.105 c181_c + 0.012 c190_c + 0.008 octadecacid_c + 0.414 tetdecacid_c,H16_A1139,,Glycerophospholipid Metabolism,,,
1069,4HBTD,4-hydroxybutyrate dehydrogenase,4hbt_c + nad_c <=> h_c + nadh_c + sucsal_c,H16_A1553,,Butanoate metabolism,,,
1070,LAAO4,L-amino-acid oxidase,h2o_c + o2_c + tyr__L_c --> 34hpp_c + h2o2_c + nh4_c,"H16_A0845, H16_A0856",,Tyrosine metabolism,,,
1071,LAAO5,L-amino-acid oxidase,h2o_c + o2_c + phe__L_c --> h2o2_c + nh4_c + phpyr_c,"H16_A0845, H16_A0856",,Phenylalanine metabolism,,,
1072,FABC190,Fatty acid biosynthesis (nonadecanoic acid; c19:0),24.0 h_c + 8.0 malACP_c + 16.0 nadph_c + ppacp_c --> 8.0 ACP_c + c190ACP_c + 8.0 co2_c + 8.0 h2o_c + 16.0 nadp_c,,,Fatty acid biosynthesis,,,
1073,LAAO2,L-amino-acid oxidase,h2o_c + met__L_c + o2_c --> 4met2obut_c + h2o2_c + nh4_c,"H16_A0845, H16_A0856",,Methionine Metabolism,,,
1074,ESTLP,Esterase / lipase,4sullac_c + h2o_c --> 2mac_c + h_c + so3_c,"H16_B2049, H16_B1112, H16_B0633, H16_B1090, H16_B1475, H16_B1249, H16_B0287, H16_B2068, H16_A1422, H16_A1554, H16_A3634",,"2,4-Dichlorobenzoate degradation",,,
1075,GLTPD,Galactitol-1-phosphate dehydrogenase,galt1p_c + nad_c <=> h_c + nadh_c + tag6p__D_c,,"['1.1.1.251', '1.1.1.M6']",Galactose metabolism,R05571,MNXR100275,rxn03856
1076,TDP,Thiamin pyrophosphatase,h2o_c + thmpp_c --> 2.0 h_c + pi_c + thmmp_c,H16_A0948,"['3.6.1', '3.6.1.-', '3.6.1.15']",Thiamine Metabolism,R00615,MNXR104756,rxn00436
1077,LAAO3,L-amino-acid oxidase,h2o_c + ile__L_c + o2_c --> 3mop_c + h2o2_c + nh4_c,"H16_A0845, H16_A0856",,"Valine, Leucine and Isoleucine degradation",,,
1078,TMDS,Thymidylate synthase,dump_c + mlthf_c --> dhf_c + dtmp_c,H16_A2703,2.1.1.45,Pyrimidine metabolism,R02101,MNXR104889,
